,date,reviews,star,sentiment
231,2020-06-08,"Exelente produto, atendeu as minhas necessidades, só tenho um adendo referente ao sistema de entrega e rastreio, pois realizei o pedido dia 3 quarta feira, e conforme o rastreamento só chegaria no dia 9 terça-feira, porém o mesmo chegou no dia 6 sábado, e não tinha ninguém em casa na hora da entrega, ainda bem que o entregador foi paciente e persistente, até que minha esposa chegou em casa e ele estava lá. Só tenho a reclamar da real atualização do rastreio, para assim ficarmos ciente e nos programar para o recebimento, fora isso, eu recomendo a compra",4,positive
232,2020-06-08,n mt resistente,1,negative
233,2020-06-08,Amei,5,positive
234,2020-06-09,"Só me atrapalhei um pouco para montá-lo e achar o encaixe ideal, mas depois que você entende o mecanismo fica fácil",5,positive
235,2020-06-09,"O produto é 5 estrelas. A base de ferro é resistente, pintura bem acabada. As partes plásticas são de um plástico firme. A elevação dele é bem interessante.MAASSSS, o ferro veio torto, bem torto, o plástico veio ralado, parece que alguém caiu de moto no asfalto com ele na mão. Eu desentortei aqui e como a parte ralada fica escondida não vou me dar o trabalho de devolver e receber outro.Enfim, recomendo o produto, compraria outro, mas não online.",1,negative
236,2020-06-09,"O produto aparenta ter alta durabilidade além de apresentar um belo design. Por fim, ele é de fácil manuseio, ótimo para quem precisa leva-lo para outros locais.",5,positive
237,2020-06-09,Uma das pernas do produto veio completamente solta e mesmo ao tentar encaixa-la de volta no suporte o mesmo ficava bambo e meu laptop ficava torto em cima dele,1,negative
238,2020-06-09,"Perfeito. Tenho um notebook 15 polegadas e sustenta bem, assim como ergue de maneira boa, deixando o pescoço ereto.",5,positive
239,2020-06-09,Usável.,4,positive
240,2020-06-09,"O produto atende as expectativas, e é resistente, pois uso com notebook gamer. Ajuda muito na refrigeração também.",5,positive
241,2020-06-09,Nāo me arrependo da compra. Compraria novamente. Qualidade muito okay para o preço investido.,5,positive
242,2020-06-09,"Gostei muito do produto. Cumpre o que promete, material resistente, leve, e design bonito também.",5,positive
243,2020-06-09,"O produto entrega o que pretende, mas o computador não fica 100% preso e firme nele, precisando tomar um pouco de cuidado.",4,positive
244,2020-06-09,"Bem compacto e parece ser resistente, mas não fica legal p notebooks maiores",5,positive
245,2020-06-09,Pratico e não ocupa espaço,4,positive
246,2020-06-09,"Tenho esse suporta há mais de 6 meses e não trocaria por nenhum outro. Super fácil de montar e bem portátil, quando ""desmontado"" não ocupa muito espaço.",5,positive
247,2020-06-10,"Eu amei o suporte! Só demorou muito para ser enviado, mas eu adorei e faz uma grande diferença na postura para visualização do laptop!",5,positive
248,2020-06-10,"Muito firme e seguro, além de simples de ajustar, mas com o tempo ele pode perder firmeza, com 2 meses de uso ainda está perfeito.",5,positive
249,2020-06-10,"Os ajustes são meio grosseiros, um lado super duro o outro bem mole, e o equilíbrio como um todo não é dos melhores. Usamos com um teclado a parte porque se fosse digitar nele ficaria bem instável. Mas o preço é OK e no geral recomendo para usar com teclado externo.",4,positive
250,2020-06-10,"Gostei do produto...  É o segundo que compra.  Acho simples, funcional e útil.",5,positive
251,2020-06-10,"Tem design simples, ocupa pouco espaço e pode ser transportado para qualquer lugar junto com o lap-top. Ótimo produto.",5,positive
252,2020-06-10,"Recomendo;  apesar de ter tido dificuldades para ajustar de uma forma adequada tem um ótimo custo beneficio, muita qualidade envolvida. Quanto a entrega me surpreendeu pois chegou muito rápido.Logo você conhece melhor o seu mecanismo e tudo fica mais fácil.",5,positive
253,2020-06-10,"Produtos maravilhosos, entrega rápida não troco a Amazon em matéria de compra jafiz várias compras tudo intacto, entrega rápida.Valeu Amazon",5,positive
254,2020-06-10,Devido o valor imaginei que o material seria bem frágil...muito pelo contrário!Super recomendo!!,5,positive
255,2020-06-11,Prazo e qualidade!,5,positive
256,2020-06-11,Bom,4,positive
257,2020-06-11,Prático e se encaixa bem em vários modelos de notebook.,5,positive
258,2020-06-11,Funcional.Atendeu minha expectativa por suporte.,5,positive
259,2020-06-12,Recomendo!,5,positive
260,2020-06-12,"Muito bom, chegou no dia esperado é conforme foi descrito facilita muito para tela não ficar baixa de mais",4,positive
261,2020-06-13,"Fácil de instalar e realmente atendeu a minha necessidade, recomendo a quem usa Notebook por várias horas",5,positive
262,2020-06-13,"Resistente, estável e discreto. Porém, acho difícil de regular: tem sempre um lado diferente do outro. Facilitaria se houvesse alguma marcação nas hastes. Apesar deste detalhe, produto ótimo.",4,positive
263,2020-06-13,"Ótimo suporte, me auxilia muito no dia a dia, deixa a tela na linha dos olhos, melhorando a postura em frente ao notebook.Recomendo.",5,positive
264,2020-06-14,Leve e resistente,5,positive
265,2020-06-14,Ótimo produto,5,positive
266,2020-06-14,"Estou utilizando há pouco mais de uma semana. A ergonomia melhorou bastante,pois elevou cerca de 14 cm a minha linha de visao. O material do suporte em si é um pouco pesado: me parece q é aço inox. Creio que vai suportar. As peças que ficam nas ""juntas"" do suporte é de péssima qualidade. Sei q não vai durar muito tempo. É um plástico seco.Meu notebook pesa 1.83 kg,14 polegadas. É um notebook pesado com uma tela relativamente grande. Tento deixar o teclado externo longe do suporte para que eu não toque acidentalmente e o notebook venha a cair. Isso é importante. Vou aguardar se nos próximos dias  a estabilidade vai ceder, como li em alguns comentários. Até o momento, foi uma das melhores  (se não ) a melhor compra do ano, principalmente para alguém como eu q trabalha em home office.",5,positive
267,2020-06-14,"Por foto o produto parece ser bem frágil, mas não é! É de fácil manuseio e bem resistente.",5,positive
268,2020-06-15,firme,5,positive
269,2020-06-15,"Incrível. Primeiramente chegou com menos de 2 semanas e eu amei (apesar de não ter muito controle do rastreamento). Super fácil de montar,  mega confortável de usar e não arranha a superfície. Meu notebook tem 15,6"" e ficou ótimo no suporte",5,positive
270,2020-06-15,Veio com uma peça quebrada.,1,negative
271,2020-06-15,"Bem útil e fácil de transportar, a tela fica em uma ótima altura. É estável. Dependendo do notebook, o teclado fica um pouco alto demais, mas é contornável com o uso de um teclado USB.",5,positive
272,2020-06-15,Cumpre com a função.,5,positive
273,2020-06-15,Achei bom,4,positive
274,2020-06-16,"Chegou super rápido e o produto é muito bom, e leve para transportar.",5,positive
275,2020-06-16,Muito bom,5,positive
276,2020-06-16,"Não ajeita direito, super difícil de deixar o notebook certinho.",1,negative
277,2020-06-16,Muito bom.,5,positive
278,2020-06-17,Possui estabilidade.,5,positive
279,2020-06-17,"Deixa um pouquinho a desejar na estabilidade, mas sua utilidade e o pouco espaço que ocupa fazem valer a pena. Compraria novamente.",5,positive
280,2020-06-17,"Ótima qualidade, acabamento muito bom, deixa o laptop na altura ideal",5,positive
281,2020-06-17,"Produto muito bom, a única coisa que deixou a desejar foi a transportadora que estacionou o meu pedido por dias na cidade vizinha que fica há 1h da minha cidade!Inclusive fiz o pedido de outro produto e por azar foi encaminhado pela mesma transportadora e já tem 7 dias parado na bendita cidade vizinha",5,positive
282,2020-06-18,Atende ao propósito,4,positive
283,2020-06-19,Excelente suporte para Notebook. Recomendo.,5,positive
284,2020-06-19,"MUITO BOM O PRODUTO, BEM FIRME",5,positive
285,2020-06-19,"Parece ser um produto sólido. Imagino que vá durar um bom tempo. Mas é algo chato de ajuste, ainda mais para perfeccionistas. Deixá-lo totalmente alinhado e estável pode dar trabalho. Cuidado ao fazer ajustes com o notebook apoiado. O atrito pode arranhar, como aconteceu com o meu. Recomendo fazer os ajustes com um livro/revista  apoiado pra só então colocar o notebook.",4,positive
286,2020-06-19,"Tive dificuldades no ajuste da base, um lado é rígido demais e no outro muito solto.",3,negative
287,2020-06-20,O item é muito bom!,5,positive
288,2020-06-20,"O produto é ""leve"" e apoia bem o notebook na bancada.",4,positive
289,2020-06-21,"Prático, fácil manuseio. É leve e ocupa pouco espaço na mochila. A qualidade é ok, não tive problemas para manusear. As borrachinhas para ajuste (em relação à grossura do notebook) são ótimas. Possui material antiderrapante nas partes que ficam em contato com a superfície evitando escorregões. Entretanto o suporte é torto. Sim, TORTO. Meu notebook fica pendendo pra direita porque não importa o tanto que eu regule, ele continua torto.",3,negative
290,2020-06-21,"o meu acabou de chegar, comprei o meu dia 15/06/20 e ele estava agendado para chegar dia 01/07/20, mas chegou hoje pela manhã 21/06/20.não esperei e já fui substituir o meu outro suporte com cooler da multlaser (cujo cooler já não estava funcionando como antes).muito lindo, com um acabamento de primeira, super fácil de instalar e com a possibilidade de vários ajustes de altura.parabéns 5 estrelas",5,positive
291,2020-06-22,"Excelente suporte. Fácil ajuste a qualquer notebook, deixando-o com a tela adequadamente na altura dos olhos.",5,positive
292,2020-06-22,"Suporte simples, instável, acredito até que pouco resistente, mas funciona bem.Entenda-se como funciona bem o fato dele manter o notebook apoiado. Se você tiver de usar o teclado do note enquanto ele estiver no suporte irá ter problemas de estabilidade e, creio, até de danificação precoce do suporte. No meu caso, tenho teclado e monitor separados e só uso a tecla de liga e desliga do note. Desse jeito funciona muito bem comigo mantendo o notebook bem apoiado. Avalie bem suas necessidades antes de comprar o produto.",2,negative
293,2020-06-22,"Gostei! Fica legal a posição do note, na altura dos olhos e dá pra colocar o teclado na frente e trabalhar com o mouse confortavelmente numa mesa.  O produto tem um design interessante, só não consegui ainda mantê-lo totalmente nivelado.",4,positive
294,2020-06-22,Produto básico para quem está home office.,5,positive
295,2020-06-22,"Muito bom, boa qualidade e estável.",5,positive
296,2020-06-23,"Produto de qualidade, bem firme. Não aparenta nenhum defeito e qualidade para durar anos.",5,positive
297,2020-06-23,Ótimo produto!,5,positive
298,2020-06-23,Foi bem útil e atendeu todas minhas expectativas!Pequeno e serve para o notebook tranquilamente. Recomendo!,5,positive
299,2020-06-23,"Inicialmente, dá a impressão de que o notebook não se assenta bem, deixando o notebook sem estabilidade, porém, com um pouco de paciência, ajustando bem os dois apoios, pois eles possuem regulagem independente, o notebook fica bem firme. Também dá para regular um pouco o ângulo de inclinação do notebook. Achei bem interessante digitar com ele inclinado, ainda estou me acostumando e estou gostando. Mas o ponto principal é que a altura da tela sobe muito, deixando sua posição de visão retilínea à tela, ideal para assistir vídeo aulas ou para leituras (meu pescoço agradeceu muito). Enfim, para aqueles que estudam muitas horas, vale a pena cada centavo.",5,positive
300,2020-06-24,"para o meu notebbok, que é 16', a altura minima relativa da tela, ficou um pouco alto. fora isso, produto excelente",5,positive
301,2020-06-24,"O suporte está torto, é difícil de ajustar.",2,negative
302,2020-06-24,Ajudou e muito na organização da minha estação de trabalho. Boa ergonomia.,5,positive
303,2020-06-24,"Recebi o produto muito antes do prazo, no entanto a qualidade não é tão boa, veio empenado... mesmo tentando regular o notebook sempre fica torto nele... já tive outro semelhante e não era assim.",4,positive
304,2020-06-24,"Muito complicado de se usar e ajustar corretamente. Mas se o notebook for ficar parado por muito tempo ou dias, quebra um galho considerável.",3,negative
305,2020-06-25,QUEBROU EM DOIS DIAS A PEÇA DE PLÁSTICO POIS PRODUTO VEIO COM DEFEITO (TORTO) TENTEI AJEITAR E QUEBROU!,1,negative
306,2020-06-25,"Produto muito bom! Material resistente, bem revestido, ajudou muito na minha ergonomia.",5,positive
307,2020-06-25,"Superou minhas expectativas. O matéria é de ótima qualidade, e não é um trambolho. Você pode dobrar e guardar em qualquer lugar quando não estiver usando.",5,positive
308,2020-06-25,"De uma construção bem forte e simples cumpre muito bem sua função para deixar o note bem arejado,claro se precisar algo com uma ventilação ativa (fan) e etc, não é o produto para você.Para o meu uso de estudo e trabalho(planilhas) está 100%.",5,positive
